   BENCHMARK INFORMATION
benchmark definition:    /u/wel2vw/cpa-symex.xml
name:                    cpa-symex
run sets:                sv-comp18
date:                    Sun, 2021-09-26 11:06:48 EDT
tool:                    CPAchecker 1.9
tool executable:         ./cpa.sh
options:                 -symbolicExecution -heap 10000M -benchmark -timelimit 900s
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             8
hardware requirements:
- cpu cores:             8
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    doppio04
os:                      Linux-3.10.0-1127.el7.x86_64-x86_64-with-glibc2.17
cpu:                     Intel Xeon Gold 6130 CPU @ 2.10GHz
- cores:                 64
- max frequency:         3700.0 MHz
- turbo boost enabled:   True
ram:                     134655.91808 MB
------------------------------------------------------------



sv-comp18
Run set 1 of 1 with options '-symbolicExecution -heap 10000M -benchmark -timelimit 900s' and propertyfile 'None'

inputfile                                                                            status                    cpu time   wall time        host
eca-rers2012/Problem11_label43_false-unreach-call.c                                  false(unreach-call)          19.31        5.28        None
eca-rers2012/Problem11_label49_false-unreach-call.c                                  false(unreach-call)          17.86        4.68        None
eca-rers2012/Problem11_label51_false-unreach-call.c                                  false(unreach-call)          24.81        8.42        None
eca-rers2012/Problem11_label58_false-unreach-call.c                                  false(unreach-call)          19.63        5.24        None
eca-rers2012/Problem12_label00_false-unreach-call.c                                  TIMEOUT                     907.98      532.40        None
eca-rers2012/Problem12_label03_false-unreach-call.c                                  TIMEOUT                     907.18      529.65        None
eca-rers2012/Problem12_label06_false-unreach-call.c                                  TIMEOUT                     905.36      533.58        None
eca-rers2012/Problem12_label07_false-unreach-call.c                                  false(unreach-call)         201.06      154.85        None
eca-rers2012/Problem12_label08_false-unreach-call.c                                  false(unreach-call)         179.22      133.82        None
eca-rers2012/Problem12_label10_false-unreach-call.c                                  false(unreach-call)         341.82      258.26        None
eca-rers2012/Problem12_label13_false-unreach-call.c                                  TIMEOUT                     906.95      531.62        None
eca-rers2012/Problem12_label19_false-unreach-call.c                                  TIMEOUT                     909.91      538.95        None
eca-rers2012/Problem12_label20_false-unreach-call.c                                  TIMEOUT                     902.02      536.55        None
eca-rers2012/Problem12_label21_false-unreach-call.c                                  TIMEOUT                     909.20      530.33        None
eca-rers2012/Problem12_label25_false-unreach-call.c                                  TIMEOUT                     909.12      535.06        None
eca-rers2012/Problem12_label28_false-unreach-call.c                                  TIMEOUT                     901.92      534.58        None
eca-rers2012/Problem12_label30_false-unreach-call.c                                  false(unreach-call)         213.88      164.14        None
eca-rers2012/Problem12_label34_false-unreach-call.c                                  TIMEOUT                     906.79      532.17        None
eca-rers2012/Problem12_label35_false-unreach-call.c                                  false(unreach-call)          96.09       62.58        None
eca-rers2012/Problem12_label37_false-unreach-call.c                                  TIMEOUT                     907.22      529.01        None
eca-rers2012/Problem12_label38_false-unreach-call.c                                  false(unreach-call)         203.89      155.70        None
eca-rers2012/Problem12_label39_false-unreach-call.c                                  TIMEOUT                     909.44      525.81        None
eca-rers2012/Problem12_label40_false-unreach-call.c                                  false(unreach-call)          39.53       17.27        None
eca-rers2012/Problem12_label42_false-unreach-call.c                                  false(unreach-call)         150.59      109.10        None
eca-rers2012/Problem12_label48_false-unreach-call.c                                  false(unreach-call)          99.33       65.78        None
eca-rers2012/Problem12_label50_false-unreach-call.c                                  TIMEOUT                     902.50      530.31        None
eca-rers2012/Problem12_label51_false-unreach-call.c                                  TIMEOUT                     909.26      525.52        None
eca-rers2012/Problem12_label52_false-unreach-call.c                                  TIMEOUT                     902.44      530.38        None
eca-rers2012/Problem12_label55_false-unreach-call.c                                  false(unreach-call)         319.00      237.78        None
eca-rers2012/Problem13_label04_false-unreach-call.c                                  false(unreach-call)         149.07      104.72        None
eca-rers2012/Problem13_label06_false-unreach-call.c                                  false(unreach-call)         155.26      109.60        None
eca-rers2012/Problem13_label07_false-unreach-call.c                                  false(unreach-call)         694.74      420.48        None
eca-rers2012/Problem13_label11_false-unreach-call.c                                  TIMEOUT                     910.47      531.81        None
eca-rers2012/Problem13_label12_false-unreach-call.c                                  false(unreach-call)         420.16      303.36        None
eca-rers2012/Problem13_label16_false-unreach-call.c                                  TIMEOUT                     902.56      525.31        None
eca-rers2012/Problem13_label19_false-unreach-call.c                                  TIMEOUT                     905.97      521.64        None
eca-rers2012/Problem13_label21_false-unreach-call.c                                  false(unreach-call)         359.99      260.95        None
eca-rers2012/Problem13_label23_false-unreach-call.c                                  TIMEOUT                     908.19      523.32        None
eca-rers2012/Problem13_label24_false-unreach-call.c                                  false(unreach-call)          93.63       58.13        None
eca-rers2012/Problem13_label25_false-unreach-call.c                                  TIMEOUT                     902.89      526.15        None
eca-rers2012/Problem13_label28_false-unreach-call.c                                  false(unreach-call)          44.25       19.54        None
eca-rers2012/Problem13_label29_false-unreach-call.c                                  false(unreach-call)         363.89      266.05        None
eca-rers2012/Problem13_label30_false-unreach-call.c                                  TIMEOUT                     909.12      519.65        None
eca-rers2012/Problem13_label32_false-unreach-call.c                                  false(unreach-call)         340.66      258.17        None
eca-rers2012/Problem13_label35_false-unreach-call.c                                  false(unreach-call)          89.33       54.58        None
eca-rers2012/Problem13_label36_false-unreach-call.c                                  false(unreach-call)         204.33      152.23        None
eca-rers2012/Problem13_label40_false-unreach-call.c                                  false(unreach-call)          63.21       34.59        None
eca-rers2012/Problem13_label43_false-unreach-call.c                                  false(unreach-call)         528.09      343.62        None
eca-rers2012/Problem13_label44_false-unreach-call.c                                  false(unreach-call)          93.65       58.38        None
eca-rers2012/Problem13_label45_false-unreach-call.c                                  false(unreach-call)          46.58       21.38        None
eca-rers2012/Problem13_label48_false-unreach-call.c                                  false(unreach-call)         218.29      165.28        None
